id,label,number,X,Y,local_density
c3976,Muscle fatigue analysis,1479,44343.52865945402,29171.44542452712,85
c1484,Intrusion detection algorithms,3150,36338.82689416687,11654.729023579694,85
c3322,Cell segmentation,2029,41913.26770775428,43699.06941834652,85
c2923,Hyperspectral target detection,1065,26858.369279406586,44347.5675718285,85
c3929,Plant disease detection,992,25442.06099042806,47830.65059791238,84
c169,Nutrition algorithms,2366,50047.30755455636,37017.115900795674,84
c2694,Phylogenetic algorithms,1595,39488.819452334275,36908.30990446898,84
c1304,Secure multicast algorithms,3215,36625.86019344077,9518.210046384338,84
c3526,ZigBee optimization,3354,27479.028170758735,9719.979961864501,84
c665,Shipping algorithm optimization,3694,17725.93602166182,15616.302016805053,84
c742,Traffic sign recognition,15,29085.43265048518,31829.039103604577,84
c3814,Tongue diagnosis automation,2070,45140.72263347011,45187.412558105825,84
c312,Electrical tomography advancements,849,15164.702597748083,41965.790246850134,84
c1438,Subsurface modeling,848,15164.341556202287,42021.86875760021,84
c4005,Optimized plant extraction,943,20473.476457840414,42308.1447813504,84
c2980,Breath-based disease diagnosis,1758,35207.7231952041,44041.54571260744,84
c213,Deep Modulation Recognition,3371,24908.569799846453,10550.644531113623,84
c2048,Underwater image enhancement,1079,24798.123500275462,42183.787158302264,84
c345,Climate change modeling,1012,24036.429008102514,45987.56839509208,83
c3974,FPGA-enhanced Induction Motors,434,7012.222103008051,25093.533238188924,83
c372,Combinatorial auction optimization,3500,31058.322439149902,16274.375683242328,83
c2022,Traffic algorithm optimization,3680,18652.29998938049,17337.955559789098,83
c2761,Electromagnetic inversion advancements,847,15085.92217880729,41998.65142977604,83
c3320,Enhancing batch control,182,17191.021614026366,26060.45019814634,83
c74,Gene clustering,2194,42652.87690626701,37024.70105439087,82
c488,Sleep algorithms,2558,49781.06854396143,29468.426383817045,82
c2332,Solar PV Efficiency,426,7160.06452193121,24520.42308407787,82
c254,Algorithmic DVT Diagnosis,2291,50647.1092672527,39648.284743709264,82
c3873,Drug safety mining,2484,48989.79479759776,33096.03712921873,82
c1563,Location Privacy Algorithms,3424,33941.15612190451,12299.542556819648,82
c1652,Efficient power calculations,395,8601.026306674117,21476.04613275217,82
c577,Migraine management algorithms,2477,50260.804495926146,32669.298615224838,81
c1322,Fraud detection revolution,2965,39179.44245014877,19463.310655451693,81
c2611,Dynamic SLAM Algorithms,4020,26134.16072337768,30555.184087485344,81
c684,Carbon price prediction,3599,27255.289734738555,23591.244254507867,81
c2662,Genetic amplifier optimization,1139,24803.153601727045,36979.70288688833,81
c463,Fiber-optic sensing algorithms,1138,25073.642498115725,37072.890249360644,81
c1794,Algorithmic schizophrenia treatment,2548,49710.47202131954,31379.16838110132,81
c3505,Hormone secretion analysis,2391,47748.97781663449,37741.775305791874,81
c1708,Bivariate distributions,2648,35480.41868620008,26727.021703252696,81
c2163,Cancer immunotherapy advancements,2101,46497.226637788146,42249.78767605375,81
c3786,Bee-inspired optimization,379,9565.245729436436,21899.024838065772,81
c3533,Precision-enhancing algorithms,1234,27528.720700156962,38209.475678172515,81
c1547,Depression treatment algorithms,2546,49546.008767185536,30880.03445549721,81
c2469,Algorithmic software management,3110,37872.089784466356,13679.778404604527,81
c2863,Electromagnetic scattering,1125,21305.598149735953,36838.31171109722,81
c4083,Gene prioritization,2199,43857.25368457953,38122.700630019215,81
c884,Efficient vector quantization,1348,34367.71968464148,29091.744933079546,80
c3249,Nonuniformity correction,46,30147.18333226268,37914.04133933967,80
c1237,Drug monitoring algorithms,2396,48283.624382451046,38295.23434607736,80
c357,Scheduling algorithms,3747,19738.69576156089,12751.468624549554,80
c623,Blood pressure algorithms,2493,47938.95098155455,33785.044715401214,80
c2609,Efficient integration algorithms,132,24013.721361755284,31672.165457144947,80
c1278,Algorithmic treatment,2270,49990.41697002934,40804.04657416493,80
c3432,Educational data mining,2897,44884.00827778451,19796.03714874448,80
c4039,Bilinear system estimation,3954,20847.07996728499,26380.126300084343,80
c2722,Grid-integrated PV optimization,402,7209.933572479033,23124.841742666853,80
c1630,Fuzzy path optimization,3652,21833.112811471015,15847.043568363384,80
c116,RNA Structure Prediction,1606,39473.68046568492,38780.53330474367,80
c126,AI-aided CT diagnosis,2046,43464.363384037955,44719.27557968904,80
c1628,Optimizing WBANs,3350,28037.437201526394,9594.770157838273,80
c798,Ship design optimization,529,13126.731021131305,29731.796558397964,80
c4016,Steel scheduling,3687,18451.65972489903,15001.45846091603,80
c2555,Enhancing action recognition,1385,41251.82222659697,28548.858360635313,79
c275,Efficient pairings,3211,37610.69966713637,10397.178312236072,79
c3383,Bearing fault diagnosis,470,12318.934914843387,27738.30294389824,79
c422,Optimal regression algorithms,2719,30372.00678246104,24824.41605840721,79
c1596,Volcanic cloud monitoring,960,18253.78148323758,47615.53063781753,79
c3858,Optimizing job scheduling,3798,19913.218299100216,17140.656103566223,79
c3707,Endometriosis research,2124,46221.3460468732,41526.61792348654,79
c3870,Grid Voltage Optimization,362,10561.237534460026,22211.228794378345,79
c3690,Fault-tolerant routing,3452,30093.118867884958,12874.989350183736,79
c2588,Smart Grid Optimization,381,9401.145166541253,21686.765235000585,79
c1535,Blood-brain barrier prediction,1669,39460.61195010778,42166.801063960724,78
c3573,AI-assisted knee diagnosis,2048,43704.15539522319,44867.46842177512,78
c800,Phase Retrieval Advances,53,28241.00077393855,37736.24406058596,78
c576,Hardware Trojan detection,3145,35188.24239680589,12230.312873367828,78
c1518,Drug discovery,1640,40932.762531574306,40818.12347181168,78
c1145,Health mapping,2481,49274.12277959857,32620.997514986633,78
c2367,Lung sound analysis,2608,47159.46979479026,31100.536324433764,78
c928,Text extraction,1555,37433.99036194795,29587.234912663316,78
c188,Parkinson's diagnosis,1436,46562.451451631554,25061.986096165863,78
c659,Motor control algorithms,444,7335.180728130927,25293.573361491268,78
c83,Buffer optimization,3770,19048.179764637425,13848.106711888913,77
c3080,Muon algorithm detection,1837,29099.340015694386,48083.16776328979,77
c3133,ADHD treatment algorithms,2556,49471.74269895101,30250.64748186751,77
c190,Time series algorithms,2713,33004.99018007238,26042.912154241643,77
c90,ChIP-seq advancements,2184,42445.54372764264,39046.703835810826,77
c2354,Traffic classification,3147,35838.441390293156,11171.643548270582,77
c1523,Sparse system algorithms,3993,24456.16116178558,26038.325698767403,77
c1836,VANET Security,3739,23068.802351634768,10588.72797751769,77
c3141,Enhanced brain imaging,1859,38605.980472713345,46705.50567216199,77
c1688,Vehicle Routing Optimization,3703,19177.697754281864,15688.595974112899,77
c2934,Efficient 3D-HEVC Encoding,1329,33482.89897433533,31728.81037479124,77
c2630,Protein prediction,1712,37944.01901636332,39979.61368328105,77
c3811,Optimized path planning,244,19624.11005441577,21637.334838168797,77
c300,Reliability analysis advancements,578,17239.45607071754,29054.260110628613,77
c1616,Image registration,1088,22930.109658953486,42211.19914860896,77
c1808,Efficient moment computation,1315,32057.01666462164,32498.58452596247,77
c2362,Brain tumor classification,1997,42184.48982141087,45590.755746318755,77
c1381,Carotid artery segmentation,1893,40196.220078971484,46163.49718501923,77
c1198,Efficient Reed-Solomon decoding,3366,25813.42733585959,10983.618655677983,76
c2585,Cystic Fibrosis Screening,2325,49780.91795069829,38943.68348378334,76
c2634,Imputation methods,1517,39716.73074282428,27290.543057657946,76
c3191,Privacy-preserving algorithms,3102,39461.04162191112,15124.976540755208,76
c3623,Gestational diabetes prediction,2457,49118.24411703118,35488.758720858925,76
c113,Metal deformation prediction,603,15466.585453624719,33840.21824899958,76
c2838,Real-time image thinning,1318,32171.24677199042,32149.002878464853,76
c205,Engine optimization,494,11342.943149020579,31412.816885220494,76
c1884,Smart Suspension Algorithms,300,13797.529757409333,24757.854079106728,76
c4139,Wireless optimization,3314,24891.025701933348,7772.713298670398,76
c1371,Few-shot learning,1536,37956.396361778585,28441.28881401236,76
c3418,Handwriting recognition,1534,37725.350420556904,28880.74191011773,76
c2651,SAR image classification,1086,23143.10626287951,42009.800731662806,76
c2830,TLBO algorithm advancements,3890,21927.3192371547,19981.67035215484,76
c1602,Encryption Algorithms,3186,38368.20332707592,9895.441549043604,76
c2358,Fault diagnosis algorithms,480,12906.91569889896,28145.452475622424,76
c233,Secure Health Records,3184,38427.48459271803,10197.091398741093,76
c2511,Reference Gene Selection,2161,44718.606422534576,40971.41611134779,76
c3609,Cardiovascular drug discovery,1696,38056.08026971406,41079.808285940075,75
c1966,Video Stabilization,1309,31966.562302414968,33305.8967753281,75
c1148,Enhancing SAR Imaging,1162,22280.05467486244,39043.45334050583,75
c544,ML for breast cancer,2062,44171.35056452162,42264.65749043737,75
c1358,Fluorescence Enhancement,1812,33452.9737884398,45412.073864064776,75
c1516,Quantum spin chains,1250,26795.16748772693,39495.80881703927,75
c2952,Optimized scheduling algorithms,3773,19039.533269529427,14273.940407890997,75
c937,Sparse-view CT reconstruction,1857,38229.24108589676,48475.399954696586,75
c237,Gene Set Analysis,2198,42866.18486046286,37846.90634261977,75
c1149,Default Reasoning Algorithms,3022,36084.63743575456,18231.14711661462,75
c3652,Robust control,227,18377.683148476022,23028.411371570997,74
c3355,Flower pollination optimization,294,16181.072306707496,20232.916388552316,74
c1425,Heat transfer analysis,701,13948.92996441616,37491.23645633333,74
c2996,MRI Reconstruction Enhancements,1862,37813.30559100534,46502.18363300865,74
c1310,Algorithmic fracture assessment,2098,47719.95100900777,42831.03908961905,74
c1513,Quantum Reinforcement Learning,2701,30152.219232374144,28508.652369690015,74
c2554,Image Inpainting,1288,32318.688663567365,34562.439183252645,74
c1750,Cybersecurity algorithms,3828,22112.401428571007,16248.075503142763,74
c3778,Ant-Inspired Path Planning,3821,19397.422192038524,20823.487105390195,74
c2946,Space-time coding,3336,24291.75457038279,9787.815293082691,74
c148,Precipitation estimation,886,17424.427195211516,46407.700889218104,74
c706,Reservoir prediction,825,14561.93505497087,41319.656424892884,74
c692,3D point cloud registration,28,27710.245730028284,33621.53329416264,74
c303,Sedation algorithms,2423,50212.53900029551,35267.9064196326,73
c2774,Optimizing IVF Outcomes,2226,48297.7463734419,40687.14964409318,73
c64,Ontology matching,2807,40889.34151043686,17859.240224517685,73
c2210,Image fusion,1264,32043.515391589204,36439.96149843804,73
c2117,Style Transfer Advancements,1365,35338.648859094115,31832.483178607185,73
c1207,Automated cause of death,2476,50963.28802210066,32959.18484657878,73
c627,Holographic advancements,1220,28689.7327102087,38983.47381752421,73
c3149,Islanding detection algorithms,348,8477.840371286642,23224.04242797335,73
c2074,ECG Tachycardia Analysis,2441,51057.82591189129,34582.26654565967,73
c2353,Optimizing Fiber Lasers,1242,25727.0251936479,37460.43816511116,72
c3377,Protein structure prediction,1711,38007.39612050711,39770.8218250512,72
c2489,Thyroid nodule diagnosis,1976,43643.571581892975,46287.87179559605,72
c3066,Ecosystem analysis,1013,24033.372545836435,46073.150121485916,72
c1990,Dermoscopic diagnosis,2075,45628.90575415409,45506.80656882121,72
c1973,Kidney disease insights,2147,46522.988638333314,40006.38471882682,72
c1675,Efficient image retrieval,2949,43738.99091455324,23151.956859156217,72
c3641,Malaria parasite detection,2035,42715.10940732652,44095.040908937495,72
c202,Signal Processing,4052,28704.15546014313,29252.062812209766,72
c3502,Cloud task scheduling,3401,32849.999950169484,10380.120532880948,72
c1439,Autoimmune disease prediction,2146,46580.602037650184,39843.195785866345,72
c324,Circuit optimization,3469,31284.134664241723,14768.728064001345,72
c2330,Seismic data enhancement,838,14964.881521000618,42202.090769094124,72
c3772,Geo-social recommendations,2818,41408.07175727654,16558.06372156924,72
c2226,Trajectory privacy algorithms,3423,33861.91572345862,12385.442168658286,72
c3542,Visual Tracking Algorithms,1331,32609.97455260636,32065.421692260246,71
c1451,Smart wearables,30,28659.888431565174,34580.11807576702,71
c232,Manipulator optimization,213,17905.33436028524,24004.1489287385,71
c634,Video anomaly detection,1553,35718.260145382206,30502.13217594942,71
c3166,Lane detection advancements,4017,26809.437062823443,30497.136663966077,71
c664,Pacemaker optimization,2437,51182.0321580077,34310.30643981824,71
c781,Lung disease algorithms,2157,46384.58449168508,39635.8063368579,71
c657,Quantum Chromodynamics Insights,1251,26840.482102865702,39603.62058828365,71
c3076,Drug design automation,1693,36905.542921958506,40395.98936360032,71
c1370,Optimizing multicast networks,3259,29258.71927255116,8267.689422682502,71
c3436,Hernia treatment algorithms,2276,50112.129470706794,40797.013052919705,71
c1401,Liver cancer diagnosis,1962,44010.90327213783,46514.866450559195,71
c2276,Social media surveillance,2868,45672.49039929529,18052.80160094863,71
c1599,Structural damage assessment,553,15337.84043991533,31242.845672188683,71
c364,VQA Algorithm Advancements,1422,43751.150934093814,24775.089725862024,70
c2192,Algorithmic Head Injury,2349,50043.930237743785,37835.84983870518,70
c1180,Sports AI,1414,43480.96798787125,26880.05384648863,70
c3437,Systemic risk analysis,2978,38181.21977773201,19202.27802842267,70
c117,Cooperative behavior analysis,3046,33603.476480427256,19403.165538817764,70
c2785,Algorithm validation,882,17613.141751237286,46030.60822991677,70
c262,Crowd counting algorithms,1358,34119.32115052655,31270.36233861242,70
c3793,Potts Model Analysis,1254,26854.869242763725,39417.69686397795,70
c1345,Hybrid groundwater models,806,16567.446764495817,42110.978286226244,70
c3185,Video Encryption,2835,43631.792665872315,9476.823907313188,70
c3451,Surgery scheduling optimization,3657,21454.95753877922,15219.974982377615,70
c3946,Viterbi Decoder Optimization,3368,25394.630905758357,10917.948449567859,70
c906,Indoor object tracking,3847,24671.460270180098,15439.365968239617,70
c150,Optimizing relay node placement,3356,27236.55813000831,9753.57351326013,70
c3484,Personality disorder algorithms,2550,49223.320600016836,30303.857373140003,70
c2866,Computational phase transitions,1255,26863.723457994394,39366.44832215112,69
c347,Stock prediction,2998,37481.96547633788,19774.960448928166,69
c3631,Airway Management,2311,50694.62787517432,37274.08588574144,69
c3608,Memory optimization,3447,31418.686089342882,14313.415929071274,69
c3336,Bridge optimization,525,13608.275719627914,31474.94359656907,69
c3498,Algorithmic Diagnosis,2277,50176.4252878518,40779.55517750386,69
c144,Cancer detection algorithms,2024,41460.23284282363,43746.234013488465,69
c3558,Breast cancer prediction,1953,43292.50602158537,46656.56390509745,69
c2278,Jet Substructure,1022,28110.83768343194,50461.4511222943,69
c1385,Ultrasound image enhancement,1759,35059.87592600144,44705.725950331995,69
c1088,Smart waste management,1153,22388.323666059143,39703.63275446474,69
c2351,Airline optimization,3667,17391.388803650345,17484.453348667586,69
c3450,Sleep disorder algorithms,2560,49809.64923627906,29545.349989006827,69
c1493,Protein classification,1710,38299.98668091439,39562.77723113715,69
c2822,Enhanced FCM Clustering,1276,33565.25656830166,35331.190654968144,69
c1985,ROP Algorithm Evaluation,1916,44455.236793101736,58326.284512963095,68
c2638,Network Embedding Algorithms,2820,40760.27326628895,17360.117527765637,68
c3688,Genetic PCB optimization,3688,18402.465043706157,14919.301416091428,68
c1661,Diving algorithms,2241,48213.33136903679,43234.62927177951,68
c1726,Stemming advancements,2877,47100.456369158506,19142.363217502047,68
c260,Clock Optimization,3485,29938.68229334761,14913.390039947386,68
c2424,Optimizing weapon-target assignment,3811,18202.9745270635,19275.05373771314,68
c862,DFIG optimization,425,7537.36502942583,24199.719119537353,68
c2432,Fetal AI Advancements,2043,44142.253569657485,44006.82502562951,68
c1068,Automated leukemia diagnosis,2028,42016.19649470897,43718.498670351415,68
c1324,Clutter suppression algorithms,83,22737.641759152924,33869.4822513215,68
c2932,Energy consumption forecasting,302,15085.660338068159,25659.34246449389,68
c1419,Blood Pressure Prediction,2494,47950.953541952724,33716.19654107374,68
c2181,Rapid bacterial identification,1676,37401.24701112065,43314.41054890059,68
c630,Hydrological forecasting,853,16668.90380863429,43036.7854317866,68
c2994,Algorithmic Decision-Making,3548,28193.364853460625,19455.198886170878,67
c3030,Glioma research advancements,2129,46196.20292610479,41773.930613183526,67
c1229,Enhancing AFM Capabilities,1202,28494.34772344362,40267.18076529856,67
c738,Surgical outcome prediction,2395,48303.722117053825,38268.80491225484,67
c1080,Iterative Learning Control,210,17873.094979796624,24880.580063862093,67
c2797,Schwarz waveform relaxation,685,17190.18508834832,35630.30068900196,67
c3090,Quantum Algorithms,4057,29451.941834682017,29264.57217740557,67
c651,Control chart optimization,3929,22460.320995372,24306.33704340572,67
c1081,Quantum Machine Learning,2700,30528.380167858177,28569.63990312767,67
c2720,Speech-based Alzheimer's detection,1437,46589.49279981405,24993.277055959254,67
c3729,Battery optimization,456,6967.577745662533,27726.330924521655,67
c2031,Blockchain IoT Security,3167,39965.487570150326,9467.573591361015,67
c1501,Satellite network optimization,3317,25258.56762706563,8353.270757691284,67
c1639,Streaming optimization,3222,31130.81655113139,9221.47800717056,67
c3190,Aspergillosis diagnosis,2351,49597.09280480065,38679.862054628284,66
c2713,Rain removal,1777,31247.99507951601,38880.10829748452,66
c401,Power system optimization,351,8346.504950862927,22798.909546165232,66
c3476,Homomorphic encryption,3182,38314.664403644536,10159.997581822714,66
c3540,Optimal scheduling algorithms,3748,19513.82304090328,12861.956885944652,66
c2451,Optimized healthcare scheduling,3656,21792.57117162744,15191.982846081919,66
c2361,Fusion gene detection,2139,45704.01155866433,40894.83117900735,66
c296,Enhancing Kalman Filter,3943,22555.839742885357,26254.998373159815,66
c3869,Debris flow prediction,863,17827.29643964496,43303.18663523707,66
c1786,Delirium detection algorithm,2445,49816.377817911285,34407.26908569614,66
c2622,Layered Manufacturing Algorithms,121,18402.7702489316,31623.709223545968,66
c2223,Celiac Diagnosis Advancements,2280,50340.63021223259,40305.973610648274,66
c3612,Battery Material Optimization,1108,22678.91607538842,40803.19775009361,66
c2069,LCD Optimization,47,30751.407850380332,36052.90513034927,66
c1796,Caching optimization,3228,30673.579576579185,8542.220432533613,66
c1698,SAR image segmentation,1092,23078.18913611023,42865.14626951398,66
c2553,Optimizing heat exchangers,636,11314.12893014701,33084.18643423733,66
c1555,AI in service,2781,41459.652453966264,20366.188095589852,66
c1585,Motor fault diagnosis,438,8421.726253655965,25743.216954635067,66
c2529,Algorithmic trauma evaluation,2271,49971.249526966196,40857.73315519288,66
c2098,Wireless network optimization,3291,26049.3909268457,7567.881860113859,65
c2908,Automated kidney analysis,1988,43430.46342662421,45671.591953918774,65
c3959,Blockchain optimization,3174,39863.39383031441,9240.515523066624,65
c579,Energy-efficient algorithms,3455,31006.5758891502,12923.432127325363,65
c3679,Liver injury prediction,1647,39986.141682978836,40757.83075884822,65
c3087,Image quality assessment,1282,33581.343724415645,34126.22241950826,65
c2955,Consensus algorithms,3671,16206.343486965518,15304.235401832908,65
c2963,Time series analysis,2726,33338.888963836485,25348.97211525333,65
c3960,Muscle fatigue analysis,1480,44359.11634485979,29098.30499800192,65
c1941,LDPC code optimization,3363,25571.2964112632,10147.322817396282,65
c3040,Network anomaly detection,3141,35107.9383740964,11458.35414812151,65
c1448,Optimizing Phase I Trials,2630,44580.597847722485,34689.3852895131,64
c207,SVMs in Machine Learning,2641,37003.73983046575,26112.25480346576,64
c416,Cross-linking algorithms,1684,36654.582385952825,42539.876677793174,64
c1085,Tumor detection algorithms,2002,41906.72558312809,45599.91726563583,64
c813,SOC Testing Optimization,3449,31204.935588599816,14240.370385586726,64
c3120,Global Optimization Algorithms,3621,25971.340507615,22682.93348775634,64
c1861,Antenna optimization,151,20998.33016836909,30657.194506558015,64
c3839,Shape-from-shading advancements,32,30873.045814624747,34247.19126249101,64
c450,Improved CTO Treatment,2284,49942.48193106114,40005.373742456286,64
c843,Improved Indoor Localization,3842,24465.79620622554,15849.515094330854,64
c317,Hemophilia treatment analysis,2320,50197.77119166577,38600.88372782222,64
c578,Brain connectivity analysis,2595,47779.624401740046,29984.244880406233,64
c1160,Bacterial Foraging Superiority,3886,20770.99259251565,19710.666042969886,64
c2552,Signal classification,466,12129.811610731052,28792.33390210028,64
c3103,Smart canal control,650,11044.588505874617,36940.23976146321,64
c3534,Hyperspectral Cancer Detection,2004,40857.63974891821,45302.11516917737,64
c1167,Effector prediction,1650,39616.52232089629,40564.23335768124,64
c2280,Optimizing Cross-Docking,3690,18434.705378589933,15397.412949191434,63
c1548,Acoustic damage analysis,601,16439.060666167316,33914.90544381362,63
c49,Twitter COVID analysis,2869,45885.59237790236,18051.983414915077,63
c3564,Well Optimization,712,13343.44435571958,38883.51158537421,63
c4104,Algorithmic assessment,2893,44661.690724095446,19820.29722757257,63
c3426,Gear optimization,460,11090.839167152637,29125.81865758227,63
c3697,Vasculitis analysis,2336,49113.94429695619,39590.01109712952,63
c1053,Heat sink optimization,634,11454.01665145675,33246.21371924188,63
c2084,Actin filament dynamics,1771,35060.296687971095,41651.19263165423,63
c3126,Satellite biomass monitoring,907,21075.91047120493,46166.80601012252,63
c3256,Cycle Slip Correction,163,19491.361302599442,26853.704013878305,63
c79,Depression screening algorithms,2545,49426.70361206504,30773.718245282893,63
c2727,Drying process optimization,774,19491.02835722025,41410.43916246724,63
c3176,Optimizing ESNs,3969,22213.822904764813,28280.5086079434,62
c921,Software Clustering Advances,3114,37166.76834728351,14006.377811076929,62
c2911,Automating online learning,2894,44800.48594832599,19854.39044205576,62
c1161,Knapsack algorithms,3861,25813.554971059897,17669.152537247755,62
c445,Molecular communication optimization,3380,26944.781785461015,12741.195980919041,62
c4021,Effort estimation optimization,3111,37863.83714933464,13676.69854439569,62
c1233,Automated fabric defect detection,63,24692.701649083632,35045.27825632807,62
c1799,Optimizing MANETs,3274,27979.613317236348,8819.148323625417,62
c1625,Imputation methods,2197,43089.261643443446,37315.931408299715,62
c3922,Algorithmic ASP Optimization,3086,35498.30358476965,17094.159246734416,61
c2539,Optimizing wireless networks,3346,27714.746747184134,9341.359501237283,61
c715,Renal cancer prediction,1963,43776.23458581438,46315.42154362135,61
c1212,Spacecraft reorientation,271,15827.932289142811,23539.43895425809,61
c161,Nanocluster exploration,1197,26620.346038027128,41217.49000590729,61
c1857,Genetic electromagnetic imaging,1120,22227.867900344212,37584.33656732108,61
c2044,Enhanced radar tracking,142,22562.659357933437,32336.592222188003,61
c2964,Artifact reduction,1356,33701.77342305184,31494.778207964086,61
c2827,Algorithmic device design,148,21087.990868931556,31038.09842372189,61
c418,Genetic data analysis,2204,44322.82078382784,38122.177327924524,61
c2331,Deep Learning for Knee Osteoarthritis,2049,43665.636573993754,44774.92498281589,61
c2142,Polypharmacy interventions,2482,49434.465324658595,32930.10145995941,61
c1350,IVF success optimization,2115,45936.50935702657,42415.22712886119,61
c977,Cardiac AI Analysis,2045,43358.54822851603,44027.795918416494,61
c2679,Network algorithms,3451,30045.631746666597,13117.91165287518,60
c1197,Blockchain Revolution,3173,40014.83928914795,9342.626430122582,60
c3343,Text clustering algorithms,2929,43201.9632333866,19444.599593301886,60
c1026,Vibration control algorithms,536,14542.965571048075,30175.633537347345,60
c2209,Efficient group testing,3031,34692.9591082704,19248.060605811923,60
c2152,Engine performance prediction,491,11480.04665320904,31228.054466927246,60
c3027,Glaucoma diagnosis,1923,41004.974228996914,51963.208636947114,60
c15,Atmospheric river analysis,983,12981.069736887675,52876.95568098397,60
c2859,Numerical equation solving,108,19840.789073654145,34514.49837792119,60
c355,Ionosphere prediction,872,17304.094946926474,44007.891664522875,60
c2992,Muffler optimization,505,11834.64689302694,32643.906759281715,60
c574,Radiograph analysis,1965,44455.60916351876,47013.438567878286,60
c3222,Algorithmic healthcare,2365,50285.3986706149,37096.285728530696,60
c2246,Elevator optimization,3805,17930.556468076174,18206.81411194693,60
c1132,Cancer biomarker discovery,2108,46605.014206085936,42150.19199499298,60
c3392,Image encryption,2839,43871.419107956375,9167.06259265088,60
c3835,Refactoring optimization,3115,37153.942803749786,13925.758096951378,59
c1810,Smoking cessation algorithms,2541,48592.42991672098,30150.30183576101,59
c109,Radiomics revolution,1960,43552.09807175862,46866.12746109846,59
c1929,Calibration algorithm evaluation,1746,37172.50300706061,45608.40620807362,59
c3939,Wireless resource optimization,3311,24428.603232214242,7264.186544198241,59
c4117,Sepsis algorithm optimization,2406,49546.917941488326,35703.132520285944,59
c2086,Antibiotic resistance detection,2152,46907.18825796382,39354.35374889032,59
c3557,Word Sense Disambiguation,2912,45398.47023887573,20648.18010032319,59
c851,AI Music Analysis,2951,42681.05575900242,23598.484807269924,59
c3510,Efficient PHEV algorithms,366,11639.996784401217,22585.0696103948,59
c3445,Busbar protection algorithms,339,9046.963165644418,24174.580453363073,59
c3060,VLSI floorplanning,3491,29361.486998005854,15258.764501737658,58
c2376,Concept lattice algorithms,3001,37280.97327590571,19987.44883710319,58
c3238,Allergen detection,2143,46125.451977334145,40050.15812645588,58
c346,Pancreatic disease algorithms,2094,47096.54020766026,43924.39529723444,58
c3391,Spatial Co-location Mining,2741,32087.48165433877,22539.228623990384,58
c3153,CORDIC algorithm enhancements,3562,29587.917867415388,20276.465297037474,58
c3841,Network selection algorithms,3285,26706.898158177046,7408.241004166968,58
c228,Image retrieval advancements,1561,36039.74879528065,31582.668750647485,58
c1859,Graphene insights,1178,25784.049410147196,40282.139846022736,58
c4073,CVD Risk in Rheumatic Diseases,2371,49409.84970830745,37632.55129135974,58
c702,Opportunistic network optimization,3260,28894.507374071083,8588.413414880379,58
c209,Soil carbon mapping,910,20646.411177956637,46493.43148810952,58
c2507,Oil spill modeling,817,15828.54782961146,40806.699497410904,58
c655,Chinese word segmentation,2907,44517.01311250201,20778.863264191714,58
c3273,Bit-patterned media optimization,3374,25333.585236041938,11867.534005913742,58
c1715,Particle reconstruction,1836,29101.250832433652,48010.01774043056,58
c3424,Cyberbullying detection,2866,45829.07880634987,17766.516574135225,57
c3913,Binarization enhancement,1560,36366.855156365826,30818.24722853322,57
c3998,Inverter optimization,417,6538.208290658669,23344.855386488234,57
c793,Lane detection,4018,26557.907073564213,30451.03056293456,57
c1885,Image Retargeting Algorithms,1376,34497.69273753063,33553.99970974387,57
c1242,Optimizing Heat Exchangers,504,11350.721929964002,32781.55650935365,57
c2636,miRNA and heart diseases,2142,46125.80413598988,40062.23076363368,57
c278,MIMO Optimization,3313,24723.93273415992,7948.422762553753,57
c2198,Automated cardiac segmentation,1892,40237.300971365155,45862.646084107764,57
c3596,Smoke detection,1093,22525.80693283047,42396.37006850383,57
c1481,Collective communication optimization,3448,31534.14941681253,13972.55055078459,57
c2591,Codebook optimization,3320,24459.888655066796,8776.116263955795,57
c976,Entity Resolution Advancements,2775,42723.44298571083,19247.883677227677,57
c4002,Chaotic system prediction,2705,30865.56263652702,27168.713052462677,57
c3004,Algorithmic cancer staging,2093,47074.77280794404,44263.653132608466,56
c2396,Mesh simplification,16,28777.18811036984,32528.813690536903,56
c635,Automated Glycosylation Analysis,1680,37360.95158713478,42342.6345434236,56
c750,Corner detection,1308,31891.21781216102,33377.13514594085,56
c1408,Hearing aid algorithms,1423,43461.15881699517,24907.757005511376,56
c1139,Flexible Stereo Vision,35,31126.032330278267,33142.62024295232,56
c3711,Thermal transport analysis,1190,25357.014940550274,41005.093584415634,56
c639,Optimizing Vehicle Routing,3705,19066.5049003764,15848.583973837649,56
c1099,Biomass prediction,728,15632.884496759794,38379.60887663037,56
c1082,Algorithmic Medical Imaging,1992,42602.820540224566,46292.038084322325,56
c2381,Hubbard model analysis,1252,26753.555353327203,39684.103525411614,56
c273,Renal Cancer Research,2096,47074.67083014656,43198.166034682974,56
c1435,Anti-jamming algorithms,3312,24852.17457040196,7604.713565962713,56
c661,Kinematic chain algorithms,180,17368.79838633866,26733.822708275744,56
c2775,Gesture radar technology,1389,41655.00081882851,28338.151999429414,56
c3108,Predator-prey dynamics,52,27968.15639494684,36687.17774078916,56
c1710,Polymerization simulation,1193,26065.209763276263,40664.52379281483,56
c1275,Test pattern generation,3470,31299.11919946997,14832.642112806316,56
c3446,Cough Management Algorithms,2313,55562.17228795642,36643.78896755904,56
c2293,Text recognition,1556,37614.05966860702,29441.550982527566,56
